#BM(C|255),MC(C|255),DESCR(C|4000)
86.9601,其他神经刺激器的置入,"BD2,手术1,手术1,1"
86.9602,其他神经刺激器的置换,"BD2,手术1,手术1,1"
86.9701,可充电单列神经刺激脉冲发生器的置入,"BD2,手术1,手术1,1;IB3,手术1,手术1,1"
86.9702,可充电单列神经刺激脉冲发生器的置换,"BD2,手术1,手术1,1;IB3,手术1,手术1,1"
86.9801,可充电双列神经刺激脉冲发生器的置入,"BD2,手术1,手术1,1"
86.9802,可充电双列神经刺激脉冲发生器置换术,"BD2,手术1,手术1,1"
86.9900,皮肤和皮下组织的其他手术,"JJ1,手术1,手术1,1"
88.4100,脑动脉造影术,"BM1,手术1,手术1,1"
88.4101,脑血管造影,"BM1,手术1,手术1,1"
88.4102,脊髓血管造影,"BM1,手术1,手术1,1"
88.4103,颈动脉造影术,"BM1,手术1,手术1,1"
88.4104,椎动脉造影,"BM1,手术1,手术1,1"
88.4201,主动脉弓造影,"FE1,手术1,手术1,诊断,2"
88.4202,胸主动脉造影,"FE1,手术1,手术1,诊断,2"
88.4203,升主动脉造影,"FE1,手术1,手术1,诊断,2"
88.4204,腹主动脉造影,"FE1,手术1,手术1,诊断,2"
88.4205,降主动脉造影,"FE1,手术1,手术1,诊断,2"
88.4300,肺动脉造影术,"FE1,手术1,手术1,诊断,2"
88.4401,锁骨下动脉造影,"BM1,手术1,手术1,1"
88.4402,无名动脉造影,"FN1,手术1,手术1,1"
88.4403,支气管动脉造影,"FN1,手术1,手术1,1"
88.4404,膈动脉造影,"FN1,手术1,手术1,1"
88.4405,肋间动脉造影,"FN1,手术1,手术1,1"
88.4500,肾动脉造影术,"FN1,手术1,手术1,1"
88.4600,胎盘动脉造影术,"FN1,手术1,手术1,1"
88.4701,肝动脉造影,"FN1,手术1,手术1,1"
88.4702,脾动脉造影,"FN1,手术1,手术1,1"
88.4703,胃动脉造影,"FN1,手术1,手术1,1"
88.4704,胰腺动脉造影,"FN1,手术1,手术1,1"
88.4705,肠系膜上动脉造影,"FN1,手术1,手术1,1"
88.4706,肠系膜下动脉造影,"FN1,手术1,手术1,1"
88.4707,腹腔动脉造影,"FN1,手术1,手术1,1"
88.4801,股动脉造影,"FN1,手术1,手术1,1"
88.4901,上肢动脉造影,"FN1,手术1,手术1,1"
88.4902,盆腔动脉造影,"FN1,手术1,手术1,1"
88.4903,子宫动脉造影,"FN1,手术1,手术1,1"
88.4904,髂动脉造影,"FN1,手术1,手术1,1"
88.5000,心血管造影术,"FM3,手术1,手术1,1"
88.5101,上腔静脉造影,"FN2,手术1,手术1,1"
88.5102,下腔静脉造影,"FN2,手术1,手术1,1"
88.5201,右心房造影,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5202,右心室造影,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5301,左心房造影,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5302,左心室造影,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5500,单根导管的冠状动脉造影术,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5600,用两根导管的冠状动脉造影术,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5701,多根导管冠状动脉造影,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5800,负对比剂心脏X线照相术,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.5900,手术中冠状动脉荧光血管造影术,"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
88.6000,用对比剂静脉造影术，未特指的部位,"FN2,手术1,手术1,1"
88.6101,脑静脉造影,"BM1,手术1,手术1,1"
88.6102,颈静脉造影,"BM1,手术1,手术1,1"
88.6103,锁骨下静脉造影,"BM1,手术1,手术1,1"
88.6401,肝静脉造影,"FN2,手术1,手术1,1"
88.6501,肠系膜静脉造影,"FN2,手术1,手术1,1"
88.6502,肾静脉造影,"FN2,手术1,手术1,1"
88.6503,卵巢静脉造影,"FN2,手术1,手术1,1"
88.6601,股静脉造影,"FN2,手术1,手术1,1"
88.6602,其他下肢静脉造影,"FN2,手术1,手术1,1"
88.6701,脊髓静脉造影,"FN2,手术1,手术1,1"
88.6702,上肢静脉造影,"FN2,手术1,手术1,1"
88.6703,髂静脉造影,"FN2,手术1,手术1,1"
88.6800,阻抗静脉造影术,"FN2,手术1,手术1,1"
92.2000,短程放射性核素治疗的液体输注,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2001,碘-125放射性同位素近距离治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2100,表浅放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2200,正电压放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2201,深部放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2300,放射性核素远距离放射疗法,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2301,碘-125放射性同位素远距离治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2302,放射性铯远距离治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2303,钴-60放射性同位素远距离治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2400,光子远距离放射疗法,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2500,电子远距离放射疗法,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2501,β-粒子放疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2601,质子远距离放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2602,中子远距离放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2701,血管内近距离放射治疗,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2702,前列腺放射性粒子置入术,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2703,食管放射性粒子置入术,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2704,甲状腺放射性粒子置入术,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2705,鼻咽放射性粒子置入术,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2706,肺放射性粒子置入术,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.2800,放射性核素注射或滴入,"RC1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
92.3000,立体定向放射外科,"BJ1,手术1,手术1,1"
92.3001,脑立体定向双侧扣带回毁损术,"BJ1,手术1,手术1,1"
92.3002,脑立体定向药瘾戒断术,"BJ1,手术1,手术1,1"
92.3100,单源光子放射外科,"BJ1,手术1,手术1,1"
92.3101,直线加速器放射治疗,"BJ1,手术1,手术1,1"
92.3102,X刀放射治疗,"BJ1,手术1,手术1,1"
92.3200,多源光子放射外科,"BJ1,手术1,手术1,1"
92.3201,立体定向γ放射治疗,"BJ1,手术1,手术1,1"
92.3202,钴-60放射治疗,"BJ1,手术1,手术1,1"
92.3300,粒子放射外科,"BJ1,手术1,手术1,1"
92.3900,其他立体定向放射外科治疗,"BJ1,手术1,手术1,1"
93.1101,悬吊治疗,"IJ1,手术1,手术1,1"
93.1102,电动起立床训练,"IJ1,手术1,手术1,1"
93.1103,减重支持系统训练,"IJ1,手术1,手术1,1"
93.1301,等速肌力训练,"IJ1,手术1,手术1,1"
93.1400,关节运动训练,"IJ1,手术1,手术1,1"
93.1500,脊柱松动法,"IJ1,手术1,手术1,1"
93.2100,手法和机械性牵引,"IJ1,手术1,手术1,1"
93.2200,行走和步态训练,"IJ1,手术1,手术1,1"
93.2401,用拐行走训练,"IJ1,手术1,手术1,1"
93.2500,肢体强迫伸展,"IJ1,手术1,手术1,1"
93.2800,筋膜伸展,"IJ1,手术1,手术1,1"
93.2901,畸形足手法矫正,"IJ1,手术1,手术1,1"
93.3100,水池中辅助训练,"IJ1,手术1,手术1,1"
93.3200,漩涡内运动治疗,"IJ1,手术1,手术1,1"
96.0400,气管内插管,"AH1,手术1,手术1,手术2,2"
96.0501,支气管支架置入术,"EJ1,手术1,手术1,1"
96.0502,主支气管支架置入术,"EJ1,手术1,手术1,1"
96.0600,森斯塔管置入,"DK1,手术1,手术1,1"
96.0601,三腔二囊管插管术,"HK1,手术1,手术1,1"
96.2900,消化道肠套迭复位术,"GJ1,手术1,手术1,1"
96.4902,前列腺素栓剂置入，用于流产,"OF2,手术1,手术1,诊断,2"
96.5601,支气管灌洗,"EJ1,手术1,手术1,1"
96.5602,气管灌洗术,"EJ1,手术1,手术1,1"
96.7101,呼吸机治疗[小于96小时],"PK1,手术1,手术1,1"
96.7201,呼吸机治疗[大于等于 96 小时],"AH1,手术2,手术1,手术2,2"
97.0502,胆管支架置换术,"HL2,手术1,手术1,1"
97.5101,内镜下胃造瘘管取出术,"GK1,手术1,手术1,1"
97.5201,内镜下空肠造瘘管取出术,"GK1,手术1,手术1,1"
97.5501,去除胆管支架,"HL2,手术1,手术1,1"
97.5506,内镜下胆管支架取出术,"HL2,手术1,手术1,1"
97.5601,内镜下胰管支架去除,"HL2,手术1,手术1,1"
97.5901,食道扩张支架去除,"GC1,手术1,手术1,1"
97.5902,内镜下食管支架取出术,"GK1,手术1,手术1,1"
97.5903,内镜下胃支架取出术,"GK1,手术1,手术1,1"
97.6101,肾造口导管取出术,"LJ1,手术1,手术1,1"
97.6102,肾盂造口导管取出术,"LJ1,手术1,手术1,1"
97.6201,输尿管导管去除,"LJ1,手术1,手术1,1"
97.6202,输尿管造口导管去除,"LJ1,手术1,手术1,1"
97.6203,输尿管双“J”管取出术,"LJ1,手术1,手术1,1"
97.6901,膀胱支架去除,"LJ1,手术1,手术1,1"
97.6902,前列腺支架去除,"LJ1,手术1,手术1,1"
97.7101,子宫内避孕器取出术,"OJ1,手术1,手术1,1"
97.7102,宫腔镜子宫内避孕器取出术,"NE1,手术1,手术1,1;OJ1,手术1,手术1,1"
97.8601,腹膜透析管去除,"LF1,手术1,手术1,诊断,2"
98.0101,口腔异物取出术,"DK1,手术1,手术1,1"
98.0201,食管镜食管异物取出术,"GJ1,手术1,手术1,1"
98.0301,内镜下胃内异物去除,"GK2,手术1,手术1,1"
98.0302,内镜下十二指肠内异物去除,"GK2,手术1,手术1,1"
98.0303,内镜下小肠内异物取出术,"GK3,手术1,手术1,1"
98.0401,内镜下大肠内异物去除,"GK3,手术1,手术1,1"
98.0501,肛管内异物的不切开去除,"GJ1,手术1,手术1,1"
98.0502,直肠异物的不切开去除,"GF2,手术1,手术1,1"
98.1201,内镜下鼻腔异物取出术,"DK1,手术1,手术1,1"
98.1501,非切开气管异物取出术,"DK1,手术1,手术1,1"
98.1502,非切开支气管异物取出术,"EJ1,手术1,手术1,1"
98.1503,气管镜支气管异物取出术,"EJ1,手术1,手术1,1"
98.1504,气管镜气管异物取出术,"EJ1,手术1,手术1,1"
98.1601,非切开宫颈异物取出术,"NF1,手术1,手术1,1"
98.2101,眶内表浅异物去除,"CD1,手术1,手术1,1"
98.2201,非切开头皮异物去除,"DJ1,手术1,手术1,1"
98.2202,非切开眼睑异物取出术,"CD2,手术1,手术1,1"
98.2203,非切开结膜异物取出术,"CC1,手术1,手术1,1"
98.2204,非切开颈部异物去除,"DJ1,手术1,手术1,1"
98.2401,阴茎异物去除,"MC1,手术1,手术1,1"
98.2402,阴囊异物去除,"MJ1,手术1,手术1,1"
98.2501,非切开躯干异物取出术,"JJ1,手术1,手术1,1;VJ1,手术1,手术1,1"
98.5101,肾体外冲击波碎石术,"LK1,手术1,手术1,1"
98.5102,膀胱体外冲击波碎石术,"LK1,手术1,手术1,1"
98.5103,输尿管体外冲击波碎石术,"LK1,手术1,手术1,1"
98.5104,肾盂体外冲击波碎石术,"LK1,手术1,手术1,1"
98.5201,胆管体外冲击波碎石,"HL2,手术1,手术1,1"
98.5202,胆囊体外冲击波碎石术,"HL2,手术1,手术1,1"
99.1001,下肢动脉溶栓术,"FN1,手术1,手术1,1"
99.1002,股动脉置管溶栓术,"FN1,手术1,手术1,1"
99.1003,下肢静脉置管溶栓术,"FN2,手术1,手术1,1"
99.1004,肾动脉血栓溶解剂灌注,"FN1,手术1,手术1,1"
99.1005,脑动脉血栓溶解剂灌注,"BL1,手术1,手术1,1"
99.1006,颈动脉血栓溶解剂灌注,"BL1,手术1,手术1,1"
99.1007,肺动脉血栓溶解剂灌注,"FE1,手术1,手术1,诊断,2"
99.1008,脑动脉内溶栓术,"BL1,手术1,手术1,1"
99.1009,脑静脉窦溶栓术,"BL1,手术1,手术1,1"
99.2501,动脉化疗栓塞,"RD1,手术1,手术1,诊断,2"
99.2502,动脉注射化疗药物,"RB1,手术1,手术1,诊断,2;RD1,手术1,手术1,诊断,2"
99.2503,静脉注射化疗药物,"RB1,手术1,手术1,诊断,2;RE1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
99.2504,肌肉注射化疗药物,"RB1,手术1,手术1,诊断,2;RE1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
99.2505,化疗药物灌注,"RB1,手术1,手术1,诊断,2;RE1,手术1,手术1,诊断,2"
99.2506,膀胱灌注化疗,"RB1,手术1,手术1,诊断,2;RE1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
99.2801,抗肿瘤免疫治疗,"RB1,手术1,手术1,诊断,2;RE1,手术1,手术1,诊断,2;RF1,手术1,手术1,诊断,2"
99.6400,颈动脉窦剌激,"FF2,手术1,手术1,1"
00.0200x001,心脏血管治疗性超声,"FM2,手术1,手术1,1"
00.1500x001,输注白细胞介素,"RB1,手术1,手术1,诊断,2"
00.1500x002,注射阿地白细胞介素,"RB1,手术1,手术1,诊断,2"
00.2400x001,冠状动脉血管内超声(IVUS),"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
00.5000x001,双心室起搏器置入术,"FK1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5100x001,双心室起搏伴心内除颤器置入术,"FK3,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x008,经皮降主动脉药物洗脱支架置入术,"FE1,手术1,手术1,诊断,2;ZJ1,手术1,手术1,1"
00.5500x009,经皮周围动脉药物洗脱支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x010,经皮周围静脉药物洗脱支架置入术,"FN2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x011,经皮尺动脉药物洗脱支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x012,经皮腓动脉药物洗脱支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x013,经皮肱动脉药物洗脱支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x014,经皮桡动脉药物洗脱支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x015,经皮上肢静脉药物洗脱支架置入术,"FN2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x016,经皮头臂静脉药物洗脱支架置入术,"FN2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5500x017,经皮外周动脉可降解支架置入术,"FN1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.5900x003,冠脉微循环阻力指数检查[IMR检查],"FB2,手术2,手术1,手术2,2;FC2,手术2,手术1,手术2,2;FM3,手术1,手术1,1"
00.6100x008,经皮颈总动脉球囊扩张成形术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6100x012,经皮颈静脉球囊扩张成形术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6200x005,经皮大脑中动脉球囊扩张成形术,"BE2,手术1,手术1,1;VJ1,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6300x005,经皮颈动脉远端保护装置置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6300x006,经皮颈动脉覆膜支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6300x007,经皮颈动脉药物洗脱支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6400x007,经皮基底动脉支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6400x009,经皮椎动脉支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6400x012,经皮颅外远端保护装置置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6400x013,经皮椎动脉药物洗脱支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6500x008,经皮颅内动脉支架置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6500x010,经皮颅内动脉远端保护装置置入术,"BE2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.6600x004,经皮冠状动脉球囊扩张成形术,"FC1,手术2,手术1,手术2,2;FM2,手术1,手术1,1;ZJ1,手术1,手术1,1"
00.7000x001,全髋关节假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZC1,手术1,手术1,1"
00.7100x001,髋关节髋臼假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZC1,手术1,手术1,1"
00.7200x001,髋关节股骨假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZC1,手术1,手术1,1"
00.7300x001,髋关节髋臼衬垫和股骨头翻修术,"IC1,手术1,手术1,1"
00.7300x002,髋关节髋臼衬垫翻修术,"IC1,手术1,手术1,1"
00.7300x003,髋关节股骨头翻修术,"IC1,手术1,手术1,1"
00.8000x001,全膝关节假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8100x001,膝关节胫骨假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8200x001,膝关节股骨假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8300x001,膝关节髌骨假体翻修术,"IC1,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8400x001,膝关节胫骨衬垫翻修术,"IC1,手术1,手术1,1"
00.8500x001,全髋关节表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8600x001,股骨头表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
00.8700x001,髋臼表面置换术,"IC2,手术1,手术1,1;PJ1,手术1,手术1,1;VJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0100x002,小脑延髓池穿刺术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0200x001,经脑室分流导管脑室穿刺术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0900x002,脑室穿刺术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0900x003,前囟门穿刺术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0900x004,硬脑膜下腔穿刺抽吸术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.0900x005,小脑穿刺术,"BJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.1000x001,颅压监护探极置入术,"BD2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.1100x001,经皮脑膜活检,"BJ1,手术1,手术1,1"
01.1300x001,经皮脑活检,"BJ1,手术1,手术1,1"
01.1300x002,立体定向脑活检,"BJ1,手术1,手术1,1"
01.1600x001,脑氧分压监护探头置入术,"BJ1,手术1,手术1,1"
01.1700x001,脑温探头置入术,"BJ1,手术1,手术1,1"
01.1800x002,神经内镜检查术,"BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZC1,手术1,手术1,1"
01.2100x001,颅静脉窦切开修补术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.2400x005,开颅探查术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.2400x009,颅内脓肿引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.2400x013,硬脑膜外血肿清除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.2400x018,硬脑膜切开术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA2,手术1,手术1,诊断,2;RA4,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.2500x003,颅骨清创术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.3900x002,脑白质切开术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x003,颅内血肿硬通道穿刺引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x007,脑切开术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x009,脑内血肿清除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x012,经外侧裂脑内血肿清除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x013,立体定向颅内血肿穿刺引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;ZB1,手术1,手术1,1"
01.3900x016,脑脓肿穿刺引流术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;ZB1,手术1,手术1,1"
01.5100x001,开颅蛛网膜剥离术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5100x006,大脑镰脑膜病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5100x007,小脑幕脑膜病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x022,多个脑室病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x030,中颅窝病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x032,颈静脉孔病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x036,海马杏仁核切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x037,大脑半球病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x038,大脑深部病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x040,蝶鞍旁病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x041,额颞岛叶病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
01.5900x043,小脑病损切除术,"BB1,手术1,手术1,诊断,2;BB2,手术1,手术1,1;PJ1,手术1,手术1,1;RA1,手术1,手术1,诊断,2;RA3,手术1,手术1,诊断,2;ZB1,手术1,手术1,1"
